run,f1,f2,x1,x2,x3,x4
1,68.89057730770249,-8706.363715998392,3.767757301353767,1.9783140959751222,10.657234326324428,10.190808043632762
1,359648.8540625,-5.864306286700947e7,62.28916762913849,30.822434316373446,200.0,200.0
1,142126.35113493816,-2.6304651083646625e7,45.2466312809456,22.750429622403967,145.7233534635779,200.0
1,1549.0710139424416,-366800.8631146543,9.357365522434835,10.025430713637705,22.540764220449578,199.74203871668274
1,1878.2346777903037,-597615.6196410268,9.100563314555792,10.025430713637705,28.302433482256752,199.74203871668274
1,3863.158738770643,-638308.592167729,13.20018726801705,19.02909858645933,30.03329243839199,185.21086325420183
1,354457.0998460946,-5.736451382373802e7,62.094620328429656,31.035901214837423,198.29383486263222,199.98983875289392
1,4484.860507249177,-1.0994976794818852e6,15.300027263818505,7.956085880407761,37.64566984084864,196.75881897359758
1,6173.585330546078,-1.4682274238740967e6,17.370025649024683,8.03406885903399,42.777047268409156,198.36450081708313
1,7808.177967608421,-1.8753044228195292e6,18.33664987827692,9.265716891723358,47.81302715232692,197.36285578442838
1,9010.346156330706,-2.25754414206167e6,17.853943662698242,10.908045268896746,51.95593940058875,196.93027110742162
1,10171.531481225082,-2.77244693496465e6,17.853943662698242,11.128394238442299,56.60065643682646,200.0
1,352695.5953983829,-5.69134455066898e7,62.28916762913849,30.822434316373446,197.72029409633086,199.77985621642458
1,10787.8075603359,-2.922113544436169e6,17.857474339569013,12.999615566842586,57.923225410896535,200.0
1,12193.525319310438,-3.318897513573747e6,19.48830525934571,10.8116095538847,61.510054338972616,197.20995348482555
1,352251.3824400741,-5.6809887352094404e7,62.26123141812371,30.633187752272473,197.571057853721,199.8346986198266
1,345381.0766508383,-5.679903959669766e7,61.102260688405764,31.035901214837423,197.52944737616878,199.99688009583227
1,14220.533686043213,-3.4675962408341584e6,21.064056488252177,11.45669897979446,63.0104656054146,193.99147239494272
1,15424.34205429985,-3.909316941806173e6,21.064056488252177,11.521388907210444,65.93121163907922,198.35714125444048
1,345142.16753057454,-5.6542970361738876e7,61.102367249810904,30.524860973023383,197.53429300496836,197.8787626451277
1,15716.99343831289,-3.952253249233846e6,21.032621603355338,11.623135326864581,67.19046268810479,189.07592219475873
1,17469.299971489632,-4.274991267435449e6,21.649092384676123,12.558599817485597,68.63780896233361,197.32371924645273
1,19587.181408754146,-4.72585694636369e6,22.992814918333128,12.873132011788295,71.38711563731596,199.99996612490924
1,19699.39326292494,-4.768400003868439e6,22.992814918333128,12.873132011788295,71.66306686560928,199.99996759363245
1,20830.300072381382,-5.201837998721302e6,23.327723573759997,12.734532692931758,74.39262981644642,199.9998636548605
1,342865.0280909646,-5.607275450609832e7,61.05239481934662,30.529556723024008,196.72406987439555,198.8988170889861
1,341905.3221443799,-5.603776905011658e7,61.0598693876295,30.381913028410263,196.52209457564112,199.8282482802795
1,340366.5997514946,-5.56722022463046e7,61.13346567692552,30.1702246967805,195.99362780618432,199.9976504126076
1,339118.87815083814,-5.535755345620128e7,60.6121391336511,30.227969966140282,195.57230540986356,199.93065961670732
1,337644.25345390965,-5.499803931396328e7,61.158822558991176,30.06074109312147,195.0681844354,199.97965497236922
1,336486.68261043774,-5.4714528406664e7,61.13346567692552,30.17856140875176,194.67240695563024,199.99866336948818
1,22486.25313810207,-5.443960317421532e6,24.495949684288277,12.463907687760864,76.16674431479895,197.143701753538
1,24486.902105509307,-5.713371717675105e6,25.462170430833396,13.166507780302029,77.44048271785765,200.0
1,25160.361097191617,-5.957458161887564e6,25.462170430833396,13.166507780302029,78.8359134613182,200.0
1,336328.4312002875,-5.4531885704978004e7,60.72796348114065,30.225213100594154,194.68211454961195,198.40597840100196
1,329225.6283204473,-5.442163169206822e7,59.769357488407934,31.360775410782328,194.27051301235477,199.96760435855674
1,328698.5253318045,-5.4289734215905786e7,60.28858057695567,31.360775410782328,194.08675853145127,199.96760435855674
1,324110.9748925171,-5.3254380503558084e7,60.01005044974781,29.568918367322,192.64814549794957,199.882906353112
1,28910.552311538802,-6.354337438922793e6,26.851321611432684,12.770448051820141,81.31394311529554,197.48907334496047
1,29948.276613461912,-6.741532996414159e6,26.58312195209337,12.68484059567631,83.09994738507288,199.94732030965676
1,322941.4747560523,-5.294698587074156e7,59.592252266929094,29.585539217988917,192.24483612169428,199.69157028718058
1,319647.00484387734,-5.215481109276715e7,60.179274870112295,30.433091290046164,191.071629283258,199.96623954499145
1,315086.0912293885,-5.2145152805060335e7,59.39748614535169,34.10963707274865,191.05226765441003,200.0
